SampleDate,LoCode,Ramp,CRCarea,InterviewNumber,Anglers,ChinookCaught,ChinAd,TotalCohoCatch,CohoAd,SalmonReleasedSpCode,SalmonName,SalmonReleasedCount,SalmonRelUM,SalmonRelAd,SalmonRelNK,RelCohoAd,RelCohoNK,RelCohoAd,CohoRelUM,RelChinAd,OthSpCode,SpeciesName,OthSpCatchCount,OthSpsRelCount
07132001,1174,Point Defiance Public Ramp,11,46,2,,,,,9,Unknown,1,,,,,,,,,,,,
07132001,1096,Hood Canal Public Ramp (Tacoma Light),26,1,1,,,,,3,Pink,3,,,,,,,,,,,,
07132001,1096,Hood Canal Public Ramp (Tacoma Light),26,2,1,,,,,3,Pink,3,,,,,,,,,,,,
07132001,1126,Luhr Beach Ramp,13,8,1,,,,,1,Chinook,1,,,,,,,,,,,,
07132001,1452,Olsons Ramp (*1159)*,05,19,3,,,3,,4,Coho,5,,,,0,0,3,5,,,,,
07132001,1456,Van Riper's North*,05,7,2,,,2,,4,Coho,2,,,,0,0,2,2,,,,,
07132001,1452,Olsons Ramp (*1159)*,05,18,3,,,6,,4,Coho,2,,,,0,0,6,2,,,,,
07132001,1452,Olsons Ramp (*1159)*,05,24,2,,,,,1,Chinook,4,,,,,,,,,,,,
07132001,1456,Van Riper's North*,05,12,2,,,1,,4,Coho,15,,,,0,0,1,15,,,,,
07132001,1456,Van Riper's North*,05,11,2,,,1,,1,Chinook,1,,,,,,1,,,,,,
07132001,1456,Van Riper's North*,05,11,2,,,,,4,Coho,8,,,,0,0,,8,,,,,
07132001,1456,Van Riper's North*,05,10,2,,,,,4,Coho,7,,,,0,0,,7,,,,,
07132001,1456,Van Riper's North*,05,8,3,,,1,,4,Coho,12,,,,0,0,1,12,,,,,
07132001,1456,Van Riper's North*,05,6,1,,,,,3,Pink,1,,,,,,,,,,,,
07132001,1456,Van Riper's North*,05,6,1,,,,,4,Coho,4,,,,0,0,,4,,,,,
07132001,1456,Van Riper's North*,05,5,2,,,2,,4,Coho,2,,,,0,0,2,2,,,,,
07132001,1456,Van Riper's North*,05,4,1,,,2,,4,Coho,2,,,,0,0,2,2,,,,,
07132001,1456,Van Riper's North*,05,3,2,2,,2,,4,Coho,7,,,,0,0,2,7,2,,,,
07132001,1452,Olsons Ramp (*1159)*,05,29,5,,,2,,4,Coho,7,,,,0,0,2,7,,,,,
07132001,1456,Van Riper's North*,05,1,2,,,2,,4,Coho,2,,,,0,0,2,2,,,,,
07132001,1452,Olsons Ramp (*1159)*,05,25,3,,,2,,4,Coho,20,,,,0,0,2,20,,,,,
07132001,1452,Olsons Ramp (*1159)*,05,37,3,,,2,,4,Coho,4,,,,0,0,2,4,,,,,
07132001,1452,Olsons Ramp (*1159)*,05,36,1,,,,,4,Coho,1,,,,0,0,,1,,,,,
07132001,1452,Olsons Ramp (*1159)*,05,34,1,,,,,4,Coho,1,,,,1,0,,0,,,,,
07132001,1452,Olsons Ramp (*1159)*,05,33,3,,,1,,1,Chinook,1,,,,,,1,,,,,,
07132001,1452,Olsons Ramp (*1159)*,05,32,2,,,,,4,Coho,1,,,,0,0,,1,,,,,
07132001,1452,Olsons Ramp (*1159)*,05,26,2,,,,,4,Coho,2,,,,0,0,,2,,,,,
07132001,1456,Van Riper's North*,05,9,2,,,1,,4,Coho,7,,,,0,0,1,7,,,,,
07132001,1456,Van Riper's North*,05,2,3,,,4,,4,Coho,10,,,,0,0,4,10,,,,,
07132001,1452,Olsons Ramp (*1159)*,05,27,3,,,2,,4,Coho,20,,,,0,0,2,20,,,,,
07142001,1511,Big Beef Beach,16,61,3,,,,,1,Chinook,3,,,,,,,,,,,,
07142001,1511,Big Beef Beach,16,60,2,,,,,9,Unknown,2,,,,,,,,,,,,
07142001,1511,Big Beef Beach,16,53,2,,,,,4,Coho,1,,,,,,,,,,,,
07142001,1450,Olsons East Docks (*1159)*,05,23,3,,,,,1,Chinook,2,,,,,,,,,,,,
07142001,1511,Big Beef Beach,16,51,2,,,,,4,Coho,1,,,,,,,,,,,,
07142001,1450,Olsons East Docks (*1159)*,05,29,2,,,2,,4,Coho,3,,,,0,0,2,3,,,,,
07142001,1511,Big Beef Beach,16,50,2,,,,,1,Chinook,1,,,,,,,,,,,,
07142001,1511,Big Beef Beach,16,46,3,,,,,1,Chinook,1,,,,,,,,,,,,
07142001,1511,Big Beef Beach,16,52,2,,,,,1,Chinook,1,,,,,,,,,,,,
07142001,1450,Olsons East Docks (*1159)*,05,25,4,,,6,,4,Coho,8,,,,0,0,6,8,,,,,
07142001,1450,Olsons East Docks (*1159)*,05,27,2,,,1,,4,Coho,12,,,,0,0,1,12,,,,,
07142001,1457,Van Riper's South*,05,15,2,,,,,1,Chinook,1,,,,,,,,,,,,
07142001,1457,Van Riper's South*,05,11,4,,,7,,4,Coho,8,,,,0,0,7,8,,,,,
07142001,1457,Van Riper's South*,05,12,2,,,4,,4,Coho,12,,,,0,0,4,12,,,,,
07142001,1511,Big Beef Beach,16,45,2,,,,,9,Unknown,1,,,,,,,,,,,,
07142001,1457,Van Riper's South*,05,21,3,,,,,4,Coho,1,,,,0,0,,1,,,,,
07142001,1457,Van Riper's South*,05,13,2,,,,,1,Chinook,2,,,,,,,,,,,,
07142001,1450,Olsons East Docks (*1159)*,05,27,2,,,,,1,Chinook,12,,,,,,,,,,,,
07142001,1450,Olsons East Docks (*1159)*,05,20,2,,,,,4,Coho,19,,,,0,0,,19,,,,,
07142001,1457,Van Riper's South*,05,16,3,,,1,,4,Coho,12,,,,0,0,1,12,,,,,
07142001,1457,Van Riper's South*,05,16,3,,,,,1,Chinook,6,,,,,,,,,,,,
07142001,1202,Redondo Ramp,11,13,1,,,2,,1,Chinook,1,,,,,,1,,,,,,
07142001,1457,Van Riper's South*,05,17,2,,,,,4,Coho,1,,,,0,0,,1,,,,,
07142001,1457,Van Riper's South*,05,18,2,,,1,,4,Coho,2,,,,0,0,1,2,,,,,
07142001,1457,Van Riper's South*,05,20,2,,,,,4,Coho,6,,,,0,0,,6,,,,,
07142001,1457,Van Riper's South*,05,24,1,,,,,4,Coho,6,,,,0,0,,6,,,,,
07142001,1457,Van Riper's South*,05,27,4,,,,,4,Coho,1,,,,0,0,,1,,,,,
07142001,1174,Point Defiance Public Ramp,11,36,3,,,,,1,Chinook,1,,,,,,,,,,,,
07142001,1511,Big Beef Beach,16,39,2,,,,,9,Unknown,1,,,,,,,,,,,,
07142001,1174,Point Defiance Public Ramp,11,44,4,,,,,1,Chinook,4,,,,,,,,,,,,
07142001,1511,Big Beef Beach,16,27,3,,,,,1,Chinook,1,,,,,,,,,,,,
07142001,1511,Big Beef Beach,16,31,2,,,,,1,Chinook,1,,,,,,,,,,,,
07142001,1450,Olsons East Docks (*1159)*,05,21,5,,,4,,4,Coho,12,,,,0,0,4,12,,,,,
07142001,1450,Olsons East Docks (*1159)*,05,22,2,,,1,,4,Coho,10,,,,0,0,1,10,,,,,
07142001,1450,Olsons East Docks (*1159)*,05,23,3,,,4,,4,Coho,7,,,,0,0,4,7,,,,,
07142001,1511,Big Beef Beach,16,38,3,,,,,9,Unknown,1,,,,,,,,,,,,
07142001,1450,Olsons East Docks (*1159)*,05,20,2,,,4,,1,Chinook,11,,,,,,4,,,,,,
07142001,1279,Zittels Marina,13,5,2,,,,,4,Coho,1,,,,,1,,,,,,,
07142001,1202,Redondo Ramp,11,11,2,,,1,,1,Chinook,10,,,,,,1,,,,,,
07142001,1457,Van Riper's South*,05,10,2,,,1,,4,Coho,5,,,,0,0,1,5,,,,,
07142001,1202,Redondo Ramp,11,12,2,,,,,1,Chinook,4,,,,,,,,,,,,
07142001,1450,Olsons East Docks (*1159)*,05,11,2,,,,,4,Coho,12,,,,0,0,,12,,,,,
07142001,1511,Big Beef Beach,16,95,2,,,,,1,Chinook,1,,,,,,,,,,,,
07142001,1202,Redondo Ramp,11,15,2,,,,,1,Chinook,2,,,,,,,,,,,,
07142001,1202,Redondo Ramp,11,20,3,,,,,1,Chinook,2,,,,,,,,,,,,
07142001,1202,Redondo Ramp,11,3,1,,,,,1,Chinook,6,,,,,,,,,,,,
07142001,1202,Redondo Ramp,11,29,3,,,,,1,Chinook,2,,,,,,,,,,,,
07142001,1202,Redondo Ramp,11,2,3,1,,,,1,Chinook,4,,,,,,,,0,,,,
07142001,1279,Zittels Marina,13,11,1,,,,,1,Chinook,1,,,,,,,,,,,,
07142001,1508,Hoodsport Shore,26,3,1,,,,,3,Pink,2,,,,,,,,,,,,
07142001,1508,Hoodsport Shore,26,4,1,,,,,3,Pink,2,,,,,,,,,,,,
07142001,1508,Hoodsport Shore,26,10,1,,,,,3,Pink,4,,,,,,,,,,,,
07142001,1511,Big Beef Beach,10,96,2,,,,,9,Unknown,2,,,,,,,,,,,,
07142001,1511,Big Beef Beach,16,98,2,,,,,1,Chinook,1,,,,,,,,,,,,
07142001,1511,Big Beef Beach,16,103,2,,,,,9,Unknown,2,,,,,,,,,,,,
07142001,1202,Redondo Ramp,11,25,2,,,1,,4,Coho,3,,,,1,,1,2,,,,,
07142001,1511,Big Beef Beach,16,92,2,,,,,9,Unknown,1,,,,,,,,,,,,
07142001,1511,Big Beef Beach,16,72,2,2,,,,1,Chinook,1,,,,,,,,0,,,,
07142001,1511,Big Beef Beach,16,72,2,,,,,4,Coho,1,,,,,,,,,,,,
07142001,1511,Big Beef Beach,10,74,2,,,,,4,Coho,1,,,,,,,,,,,,
07142001,1511,Big Beef Beach,16,79,2,,,,,1,Chinook,1,,,,,,,,,,,,
07142001,1511,Big Beef Beach,16,79,2,,,,,4,Coho,1,,,,,,,,,,,,
07142001,1511,Big Beef Beach,16,82,1,,,,,4,Coho,1,,,,,,,,,,,,
07142001,1511,Big Beef Beach,16,85,3,2,,,,9,Unknown,1,,,,,,,,0,,,,
07142001,1202,Redondo Ramp,11,8,2,,,1,,1,Chinook,2,,,,,,1,,,,,,
07142001,1511,Big Beef Beach,16,91,2,,,,,9,Unknown,1,,,,,,,,,,,,
07142001,1511,Big Beef Beach,16,61,3,,,,,4,Coho,1,,,,,,,,,,,,
07142001,1450,Olsons East Docks (*1159)*,05,30,4,,,3,,4,Coho,20,,,,0,0,3,20,,,,,
07142001,1149,"Narrows Marina (Boathouse, Ramp, Rental)",13,22,2,,,,,9,Unknown,3,,,,,,,,,,,,
07142001,1450,Olsons East Docks (*1159)*,05,32,4,,,,,4,Coho,1,,,,0,0,,1,,,,,
07142001,1174,Point Defiance Public Ramp,11,50,1,,,,,4,Coho,1,,,,,1,,,,,,,
07142001,1450,Olsons East Docks (*1159)*,05,33,2,,,3,,4,Coho,15,,,,0,0,3,15,,,,,
07142001,1450,Olsons East Docks (*1159)*,05,35,3,,,,,1,Chinook,1,,,,,,,,,,,,
07142001,1201,Redondo Pier,11,1,1,,,,,1,Chinook,3,,,,,,,,,,,,
07142001,1511,Big Beef Beach,16,86,2,,,,,9,Unknown,2,,,,,,,,,,,,
07142001,1227,Shilshole Public Ramp,10,15,3,,,,,1,Chinook,4,,,,,,,,,,,,
07142001,1511,Big Beef Beach,16,7,2,1,,,,1,Chinook,3,,,,,,,,0,,,,
07142001,1511,Big Beef Beach,16,6,1,,,,,1,Chinook,2,,,,,,,,,,,,
07142001,1511,Big Beef Beach,16,4,2,,,,,1,Chinook,2,,,,,,,,,,,,
07142001,1511,Big Beef Beach,16,3,2,,,,,1,Chinook,2,,,,,,,,,,,,
07142001,1511,Big Beef Beach,16,1,2,,,,,1,Chinook,1,,,,,,,,,,,,
07142001,1227,Shilshole Public Ramp,10,25,2,,,,,1,Chinook,4,,,,,,,,,,,,
07142001,1041,Cornet Bay Public Ramp,07,5,3,,,1,,1,Chinook,3,,,,,,1,,,,,,
07142001,1227,Shilshole Public Ramp,10,16,2,,,1,,1,Chinook,1,,,,,,0,,,,,,
07142001,1511,Big Beef Beach,16,17,2,,,,,1,Chinook,2,,,,,,,,,,,,
07142001,1227,Shilshole Public Ramp,10,13,2,,,3,,1,Chinook,1,,,,,,2,,,,,,
07142001,1450,Olsons East Docks (*1159)*,05,12,3,,,,,4,Coho,15,,,,0,0,,15,,,,,
07142001,1227,Shilshole Public Ramp,10,8,1,,,,,1,Chinook,2,,,,,,,,,,,,
07142001,1457,Van Riper's South*,05,8,3,,,,,1,Chinook,1,,,,,,,,,,,,
07142001,1227,Shilshole Public Ramp,10,6,1,,,,,1,Chinook,4,,,,,,,,,,,,
07142001,1227,Shilshole Public Ramp,10,3,1,,,,,1,Chinook,1,,,,,,,,,,,,
07142001,1227,Shilshole Public Ramp,10,2,2,,,1,,4,Coho,1,,,,,,0,,,,,,
07142001,1227,Shilshole Public Ramp,10,22,2,,,,,4,Coho,2,,,,,,,,,,,,
07142001,1450,Olsons East Docks (*1159)*,05,7,2,,,,,1,Chinook,2,,,,,,,2,,,,,
07142001,1450,Olsons East Docks (*1159)*,05,4,4,,,6,,4,Coho,12,,,,0,0,6,12,,,,,
07142001,1450,Olsons East Docks (*1159)*,05,3,3,,,,,1,Chinook,2,,,,,,,,,,,,
07142001,1450,Olsons East Docks (*1159)*,05,3,3,,,1,,4,Coho,4,,,,0,0,1,4,,,,,
07142001,1450,Olsons East Docks (*1159)*,05,1,3,,,1,,1,Chinook,1,,,,,,1,,,,,,
07142001,1450,Olsons East Docks (*1159)*,05,5,4,,,1,,1,Chinook,2,,,,,,1,,,,,,
07142001,1450,Olsons East Docks (*1159)*,05,5,4,,,,,4,Coho,10,,,,0,0,,10,,,,,
07142001,1450,Olsons East Docks (*1159)*,05,6,3,,,3,,1,Chinook,2,,,,,,3,2,,,,,
07142001,1511,Big Beef Beach,16,16,3,1,,,,1,Chinook,2,,,,,,,,1,,,,
07142001,1450,Olsons East Docks (*1159)*,05,7,2,,,3,,4,Coho,15,,,,0,0,3,15,,,,,
07142001,1511,Big Beef Beach,16,17,2,1,,,,4,Coho,1,,,,,,,,0,,,,
07142001,1450,Olsons East Docks (*1159)*,05,8,2,,,,,4,Coho,6,,,,0,0,,6,,,,,
07142001,1450,Olsons East Docks (*1159)*,05,9,2,,,,,4,Coho,3,,,,0,0,,3,,,,,
07142001,1450,Olsons East Docks (*1159)*,05,9,2,,,,,3,Pink,1,,,,,,,,,,,,
07142001,1450,Olsons East Docks (*1159)*,05,10,3,,,,,1,Chinook,10,,,,,,,,,,,,
07142001,1041,Cornet Bay Public Ramp,07,1,3,1,,,,1,Chinook,1,,,,,,,,0,,,,
07142001,1511,Big Beef Beach,16,25,1,,,,,1,Chinook,2,,,,,,,,,,,,
07142001,1227,Shilshole Public Ramp,10,7,2,,,,,1,Chinook,2,,,,,,,,,,,,
07142001,1450,Olsons East Docks (*1159)*,05,6,3,,,,,4,Coho,15,,,,0,0,,15,,,,,
07142001,1457,Van Riper's South*,05,2,3,,,1,,4,Coho,6,,,,0,0,1,6,,,,,
07142001,1508,Hoodsport Shore,26,14,1,,,,,3,Pink,1,,,,,,,,,,,,
07142001,1508,Hoodsport Shore,26,11,1,,,,,3,Pink,1,,,,,,,,,,,,
07142001,1149,"Narrows Marina (Boathouse, Ramp, Rental)",13,19,1,,,,,4,Coho,2,,,,1,,,1,,,,,
07142001,1450,Olsons East Docks (*1159)*,05,14,2,,,,,4,Coho,24,,,,0,0,,24,,,,,
07142001,1227,Shilshole Public Ramp,10,9,2,,,,,1,Chinook,2,,,,,,,,,,,,
07142001,1450,Olsons East Docks (*1159)*,05,15,2,,,,,3,Pink,1,,,,,,,,,,,,
07142001,1174,Point Defiance Public Ramp,11,30,2,,,,,9,Unknown,1,,,,,,,,,,,,
07142001,1450,Olsons East Docks (*1159)*,05,17,1,,,,,4,Coho,2,,,,0,0,,2,,,,,
07142001,1450,Olsons East Docks (*1159)*,05,14,2,,,1,,1,Chinook,2,,,,,,1,,,,,,
07142001,1457,Van Riper's South*,05,3,2,,,3,,4,Coho,15,,,,0,0,3,15,,,,,
07142001,1457,Van Riper's South*,05,4,2,,,4,,4,Coho,12,,,,0,0,4,12,,,,,
07142001,1457,Van Riper's South*,05,5,2,,,2,,4,Coho,3,,,,0,0,2,3,,,,,
07142001,1457,Van Riper's South*,05,5,2,,,,,1,Chinook,1,,,,,,,,,,,,
07142001,1457,Van Riper's South*,05,6,1,,,,,4,Coho,4,,,,0,0,,4,,,,,
07142001,1457,Van Riper's South*,05,7,2,,,2,,4,Coho,10,,,,0,0,2,10,,,,,
07142001,1457,Van Riper's South*,05,8,3,,,3,,4,Coho,15,,,,0,0,3,15,,,,,
07142001,1450,Olsons East Docks (*1159)*,05,16,4,,,6,,4,Coho,15,,,,0,0,6,15,,,,,
07142001,1508,Hoodsport Shore,26,28,1,,,,,3,Pink,1,,,,,,,,,,,,
07142001,1149,"Narrows Marina (Boathouse, Ramp, Rental)",11,23,1,1,,,,1,Chinook,1,,,,,,,,0,,,,
07142001,1174,Point Defiance Public Ramp,11,13,1,,,,,9,Unknown,4,,,,,,,,,,,,
07142001,1174,Point Defiance Public Ramp,11,13,1,,,,,1,Chinook,1,,,,,,,,,,,,
07142001,1174,Point Defiance Public Ramp,11,18,2,,,,,1,Chinook,1,,,,,,,,,,,,
07142001,1450,Olsons East Docks (*1159)*,05,15,2,,,,,4,Coho,2,,,,0,0,,2,,,,,
07142001,1508,Hoodsport Shore,26,30,1,,,,,3,Pink,1,,,,,,,,,,,,
07142001,1174,Point Defiance Public Ramp,11,24,1,,,,,1,Chinook,1,,,,,,,,,,,,
07142001,1508,Hoodsport Shore,26,25,1,,,,,3,Pink,1,,,,,,,,,,,,
07142001,1508,Hoodsport Shore,26,22,1,,,,,3,Pink,2,,,,,,,,,,,,
07142001,1508,Hoodsport Shore,26,16,1,,,,,3,Pink,1,,,,,,,,,,,,
07142001,1508,Hoodsport Shore,26,15,1,,,,,3,Pink,1,,,,,,,,,,,,
07142001,1450,Olsons East Docks (*1159)*,05,10,3,,,,,4,Coho,10,,,,0,0,,10,,,,,
07142001,1450,Olsons East Docks (*1159)*,05,13,2,,,1,,4,Coho,3,,,,0,0,1,3,,,,,
07142001,1450,Olsons East Docks (*1159)*,04,12,3,3,,3,,1,Chinook,2,,,,,,3,,0,,,,
07142001,1450,Olsons East Docks (*1159)*,05,11,2,,,,,1,Chinook,2,,,,,,,,,,,,
07142001,1508,Hoodsport Shore,26,18,1,,,,,3,Pink,1,,,,,,,,,,,,
07142001,1511,Big Beef Beach,16,26,3,,,,,1,Chinook,1,,,,,,,,,,,,
07152001,1151,Norton Street (Everett) Ramp,16,55,3,,,,,9,Unknown,1,,,,,,,,,,,,
07152001,1055,Edmonds Boat Basin (Public Sling),10,6,2,,,4,,1,Chinook,1,,,,,,1,,,,,,
07152001,1055,Edmonds Boat Basin (Public Sling),10,8,2,,,,,4,Coho,2,,,,,,,,,,,,
07152001,1055,Edmonds Boat Basin (Public Sling),10,9,4,,,4,,1,Chinook,2,,,,,,2,,,,,,
07152001,1151,Norton Street (Everett) Ramp,16,9,1,,,,,1,Chinook,1,,,,,,,,,,,,
07152001,1229,"Silver King Resort (combined), Closed",05,10,3,,,,,1,Chinook,1,,,,,,,,,,,,
07152001,1151,Norton Street (Everett) Ramp,16,53,2,,,,,9,Unknown,1,,,,,,,,,,,,
07152001,1202,Redondo Ramp,11,16,2,,,,,1,Chinook,2,,,,,,,,,,,,
07152001,1229,"Silver King Resort (combined), Closed",05,7,2,,,4,,4,Coho,20,,,,0,0,4,20,,,,,
07152001,1229,"Silver King Resort (combined), Closed",05,10,3,,,,,3,Pink,3,,,,,,,,,,,,
07152001,1151,Norton Street (Everett) Ramp,10,32,3,,,,,1,Chinook,3,,,,,,,,,,,,
07152001,1038,Coho Resort,05,1,5,,,2,,1,Chinook,2,,,,,,2,,,,,,
07152001,1229,"Silver King Resort (combined), Closed",05,1,3,1,,2,,4,Coho,10,,,,0,0,2,10,1,,,,
07152001,1038,Coho Resort,05,18,3,,,2,,4,Coho,15,,,,0,0,2,15,,,,,
07152001,1038,Coho Resort,05,16,4,,,8,,4,Coho,20,,,,0,0,8,20,,,,,
07152001,1038,Coho Resort,05,14,2,,,4,,4,Coho,6,,,,0,0,4,6,,,,,
07152001,1038,Coho Resort,05,13,2,,,,,1,Chinook,1,,,,,,,,,,,,
07152001,1149,"Narrows Marina (Boathouse, Ramp, Rental)",11,2,1,,,,,1,Chinook,2,,,,,,,,,,,,
07152001,1038,Coho Resort,05,12,3,,,2,,4,Coho,16,,,,0,0,2,16,,,,,
07152001,1038,Coho Resort,05,9,3,,,1,,4,Coho,1,,,,0,0,1,1,,,,,
07152001,1038,Coho Resort,05,8,2,,,1,,4,Coho,1,,,,0,0,1,1,,,,,
07152001,1038,Coho Resort,05,6,3,,,,,4,Coho,2,,,,0,0,,2,,,,,
07152001,1038,Coho Resort,05,5,2,,,1,,4,Coho,2,,,,0,0,0,2,,,,,
07152001,1038,Coho Resort,05,4,3,,,,,4,Coho,2,,,,0,0,,2,,,,,
07152001,1038,Coho Resort,05,3,2,,,3,,4,Coho,12,,,,0,0,3,12,,,,,
07152001,1229,"Silver King Resort (combined), Closed",05,2,2,,,,,4,Coho,5,,,,0,0,,5,,,,,
07152001,1202,Redondo Ramp,11,2,2,,,2,,1,Chinook,1,,,,,,1,,,,,,
07152001,1055,Edmonds Boat Basin (Public Sling),10,3,1,,,,,1,Chinook,1,,,,,,,,,,,,
07152001,1229,"Silver King Resort (combined), Closed",05,9,2,,,1,,4,Coho,2,,,,0,0,1,2,,,,,
07152001,1202,Redondo Ramp,11,12,1,,,,,9,Unknown,1,,,,,,,,,,,,
07152001,1202,Redondo Ramp,11,10,1,1,,1,,1,Chinook,4,,,,,,1,,1,,,,
07152001,1202,Redondo Ramp,11,9,2,,,,,1,Chinook,2,,,,,,,,,,,,
07152001,1038,Coho Resort,05,2,2,,,1,,4,Coho,3,,,,0,0,1,3,,,,,
07152001,1202,Redondo Ramp,11,3,4,,,1,,1,Chinook,2,,,,,,1,,,,,,
07152001,1038,Coho Resort,05,1,5,,,,,4,Coho,5,,,,0,0,,5,,,,,
07152001,1202,Redondo Ramp,11,1,3,2,,,,1,Chinook,1,,,,,,,,0,,,,
07152001,1191,Port Orchard Public Ramp,31,2,1,,,,,1,Chinook,1,,,,,,,,,,,,
07152001,1191,Port Orchard Public Ramp,31,1,3,1,,,,1,Chinook,1,,,,,,,,1,,,,
07152001,1174,Point Defiance Public Ramp,11,30,1,,,,,9,Unknown,2,,,,,,,,,,,,
07152001,1174,Point Defiance Public Ramp,11,10,1,,,,,9,Unknown,1,,,,,,,,,,,,
07152001,1038,Coho Resort,05,13,2,,,3,,4,Coho,15,,,,0,0,3,15,,,,,
07152001,1202,Redondo Ramp,11,5,1,2,,2,,1,Chinook,7,,,,,,1,,1,,,,
07152001,1202,Redondo Ramp,11,23,3,,,1,,1,Chinook,1,,,,,,1,,,,,,
07152001,1229,"Silver King Resort (combined), Closed",05,9,2,,,,,1,Chinook,2,,,,,,,2,,,,,
07152001,1229,"Silver King Resort (combined), Closed",05,4,2,,,2,,4,Coho,15,,,,0,0,2,15,,,,,
07152001,1202,Redondo Ramp,11,14,2,,,1,,1,Chinook,3,,,,,,1,,,,,,
07152001,1229,"Silver King Resort (combined), Closed",05,8,2,,,3,,4,Coho,7,,,,0,0,3,7,,,,,
07152001,1202,Redondo Ramp,11,20,2,,,,,1,Chinook,5,,,,,,,,,,,,
07152001,1038,Coho Resort,05,10,6,,,12,,4,Coho,15,,,,0,0,12,15,,,,,
07152001,1229,"Silver King Resort (combined), Closed",05,10,3,,,6,,4,Coho,10,,,,0,0,6,10,,,,,
07152001,1055,Edmonds Boat Basin (Public Sling),10,2,1,,,,,1,Chinook,3,,,,,,,,,,,,
07162001,1174,Point Defiance Public Ramp,11,31,2,,,,,1,Chinook,2,,,,,,,,,,,,
07162001,1151,Norton Street (Everett) Ramp,16,21,1,,,,,1,Chinook,2,,,,,,,,,,,,
07162001,1235,Solo Point (Tatsolo Pt-Ft Lewis) Rm,13,1,2,3,,,,4,Coho,1,,,,,1,,,0,,,,
07162001,1174,Point Defiance Public Ramp,11,19,1,,,,,1,Chinook,4,,,,,,,,,,,,
07162001,1174,Point Defiance Public Ramp,11,4,1,,,,,9,Unknown,1,,,,,,,,,,,,
07162001,1151,Norton Street (Everett) Ramp,16,25,2,,,,,9,Unknown,1,,,,,,,,,,,,
07162001,1096,Hood Canal Public Ramp (Tacoma Light),26,5,2,,,,,3,Pink,1,,,,,,,,,,,,
07162001,1151,Norton Street (Everett) Ramp,16,24,2,,,,,1,Chinook,2,,,,,,,,,,,,
07162001,1023,Brownsville Marina/Dock/Ramp,31,2,2,,,,,1,Chinook,1,,,,,,,,,,,,
07162001,1151,Norton Street (Everett) Ramp,16,1,2,,,,,9,Unknown,2,,,,,,,,,,,,
07162001,1235,Solo Point (Tatsolo Pt-Ft Lewis) Rm,13,1,2,,,,,1,Chinook,2,,,,,,,,,,,,
07162001,1452,Olsons Ramp (*1159)*,05,8,3,,,3,,4,Coho,5,,,,,,3,5,,,,,
07162001,1452,Olsons Ramp (*1159)*,05,1,1,,,2,,4,Coho,8,,,,,,2,8,,,,,
07162001,1452,Olsons Ramp (*1159)*,05,13,3,,,6,,4,Coho,24,,,,,,6,24,,,,,
07162001,1452,Olsons Ramp (*1159)*,05,12,3,,,,,3,Pink,2,,,,,,,2,,,,,
07162001,1452,Olsons Ramp (*1159)*,05,12,3,,,,,4,Coho,12,,,,,,,12,,,,,
07162001,1452,Olsons Ramp (*1159)*,05,12,3,,,1,,1,Chinook,1,,,,,,1,,,,,,
07162001,1452,Olsons Ramp (*1159)*,05,11,1,,,,,1,Chinook,1,,,,,,,,,,,,
07162001,1452,Olsons Ramp (*1159)*,05,11,1,,,3,,4,Coho,2,,,,,,3,2,,,,,
07162001,1452,Olsons Ramp (*1159)*,05,10,2,,,2,,4,Coho,4,,,,,,2,4,,,,,
07162001,1452,Olsons Ramp (*1159)*,05,15,2,,,3,,4,Coho,5,,,,,,3,5,,,,,
07162001,1452,Olsons Ramp (*1159)*,05,9,2,,,4,,4,Coho,10,,,,,,4,10,,,,,
07162001,1452,Olsons Ramp (*1159)*,05,15,2,,,,,1,Chinook,2,,,,,,,,,,,,
07162001,1452,Olsons Ramp (*1159)*,05,7,4,,,2,,4,Coho,20,,,,,,2,20,,,,,
07162001,1452,Olsons Ramp (*1159)*,05,6,5,,,,,4,Coho,15,,,,,,,15,,,,,
07162001,1452,Olsons Ramp (*1159)*,05,6,5,2,,2,,1,Chinook,2,,,,,,2,,2,,,,
07162001,1452,Olsons Ramp (*1159)*,05,5,3,,,,,4,Coho,10,,,,,,,10,,,,,
07162001,1452,Olsons Ramp (*1159)*,05,4,2,,,,,4,Coho,40,,,,,,,40,,,,,
07162001,1452,Olsons Ramp (*1159)*,05,4,2,,,4,,1,Chinook,10,,,,,,4,,,,,,
07162001,1452,Olsons Ramp (*1159)*,05,3,2,,,2,,4,Coho,10,,,,,,2,10,,,,,
07162001,1452,Olsons Ramp (*1159)*,05,2,2,,,2,,4,Coho,5,,,,,,2,5,,,,,
07162001,1452,Olsons Ramp (*1159)*,05,9,2,,,,,1,Chinook,1,,,,,,,,,,,,
07162001,1452,Olsons Ramp (*1159)*,05,21,2,,,4,,4,Coho,20,,,,,,4,20,,,,,
07162001,1452,Olsons Ramp (*1159)*,05,30,2,,,,,4,Coho,2,,,,,,,2,,,,,
07162001,1452,Olsons Ramp (*1159)*,05,30,2,,,,,1,Chinook,1,,,,,,,,,,,,
07162001,1452,Olsons Ramp (*1159)*,05,29,2,,,3,,4,Coho,20,,,,,,3,20,,,,,
07162001,1452,Olsons Ramp (*1159)*,05,27,2,,,4,,4,Coho,20,,,,,,4,20,,,,,
07162001,1452,Olsons Ramp (*1159)*,05,26,2,1,,2,,4,Coho,23,,,,,,2,23,1,,,,
