SampleDate,Location,LocationName,CRCArea,Boat#/InterviewNumber,Anglers,ChinCaught,CohoCaught,OtherSpCode,SpeciesName,#OtherSpCaught,Rel Sps Code,#Rel
092894,1151,,23,WN6757GB,2,,,,,,,
092894,1151,,23,WN6225W,2,,,,,,1,1
092894,1151,,23,UNKNOWN,2,,,,,,,
092894,1151,,23,WN3206N,2,,,,,,,
092894,1151,,23,UNKNOWN,1,,,,,,,
092894,1151,,23,WN1475NA,3,,,,,,9,2
092894,1151,,23,WN1532NE,2,,,,,,1,4
092894,1151,,23,WN6397RA,2,,,,,,,
092894,1151,,23,WN5296LJ,2,,,,,,1,2
092894,1151,,23,WN8138LE,2,,,,,,9,2
092894,1151,,23,WN5206V,1,,,,,,,
092894,1151,,23,WN8843ND,2,,,,,,,
092894,1151,,23,WN3651JE,2,,2,,,,9,1
092894,1151,,23,WN1788N,2,,,,,,,
092894,1151,,23,WN2243RB,2,,,,,,1,6
092894,1151,,23,WN2193U,2,,,,,,9,1
092894,1151,,23,WN8307JC,1,,,,,,9,6
092894,1151,,23,WN8259LE,2,,,,,,9,10
092894,1151,,23,WN6317R,2,,,,,,4,1
092894,1151,,23,WN1507JC,1,,,,,,1,12
092894,1151,,23,UNKNOWN,2,,,,,,,
092894,1151,,23,WN3142LE,1,,,,,,,
092894,1151,,23,WN315,1,,,,,,,
092894,1151,,23,WN2346LI,1,,,,,,,
092894,1151,,23,WN0052JG,2,,,,,,,
092894,1151,,23,WN3987JD,2,,2,,,,1,1
092894,1151,,16,WN505BK,2,,,,,,1,2
092994,1006,,17,WN3951V,1,,,,,,,
092994,1006,,17,WN0653RA,1,,,,,,,
092994,1006,,17,WN8683R,1,,,,,,,
092994,1006,,17,WN1623RC,2,,,,,,,
092994,1006,,17,WN9974RA,2,,,,,,,
092994,1006,,17,WN9974RA,1,,,,,,,
092994,1006,,17,WN5432LJ,2,1,1,,,,,
092994,1006,,17,WN4170V,1,1,,,,,1,2
092994,1006,,17,WN9944RA,1,,,,,,,
092994,1006,,17,WN6604KS,1,,2,,,,,
092994,1006,,17,WN5792RB,2,,2,,,,,
092994,1006,,17,WN1220KD,2,,,,,,4,1
092994,1006,,17,WN669L,1,,,,,,,
092994,1006,,17,WN8219LF,2,,1,,,,,
092994,1006,,17,WN9212RA,3,,,,,,9,5
092994,1006,,17,WN8849RB,2,,,,,,,
092994,1006,,17,WN4967RC,2,,3,,,,1,10
092994,1006,,17,WN5946R,1,1,,,,,,
092994,1006,,17,WN0909JB,2,,,,,,1,5
092994,1006,,17,WN0909JB,2,,,,,,4,5
092994,1006,,17,WN3287JE,2,,4,,,,,
092994,1006,,17,WN1356V,3,,1,,,,1,1
092994,1006,,17,WN1356V,3,,,,,,4,2
092994,1006,,17,WN7170GB,2,,1,,,,1,2
092994,1006,,17,WN5053ND,4,,1,,,,1,3
092994,1006,,17,WN1335RC,1,,2,,,,,
092994,1006,,17,WN932BU,2,,,,,,,
092994,1006,,17,WN260BJ,1,,,,,,,
092994,1006,,17,WN5071RB,2,,,,,,,
092994,1006,,17,WN4261LF,2,,1,,,,,
092994,1006,,17,WN3445E,1,,,,,,,
092994,1006,,17,WN9619LA,2,,,,,,1,5
092994,1006,,17,WN7549LD,2,,1,,,,,
092994,1006,,17,WN7994K,1,,2,,,,,
092994,1006,,17,WN0410KG,2,,1,,,,1,5
092994,1006,,17,WN6856ND,2,,1,,,,,
092994,1006,,17,UNKNOWN,1,,1,,,,7,1
092994,1006,,17,WN3938LK,1,,2,,,,1,1
092994,1006,,17,WN3938LK,1,,,,,,4,3
092994,1006,,17,WN6137LF,3,,1,,,,,
092994,1006,,17,WN309CH,3,,2,,,,,
092994,1006,,17,WN577BU,2,,,,,,,
092994,1006,,17,WN8547MA,2,,1,,,,,
092994,1006,,17,UNKNOWN,2,,,,,,,
092994,1006,,17,WN8165M,1,,,,,,,
092994,1006,,17,WN1975RD,2,,1,,,,1,2
092994,1006,,17,WN4569MA,2,,1,,,,,
092994,1006,,10,WN4569MA,2,,,,,,,
092994,1006,,17,WN8535JE,2,,1,,,,1,2
092994,1006,,17,WN8720LK,3,,2,,,,,
092994,1006,,17,WN4037RA,1,,,,,,,
092994,1006,,17,WN8090LI,2,,,,,,,
092994,1006,,17,WN1105KX,3,,1,,,,,
092994,1006,,17,WN4496LC,2,,1,,,,1,3
092994,1006,,17,WN386BL,2,,,,,,,
092994,1006,,17,UNKNOWN,2,,,,,,,
092994,1006,,17,WN5240V,1,,2,,,,,
092994,1006,,17,WN8175Z,2,,3,,,,1,3
092994,1006,,17,UNKNOWN,1,,,,,,,
092994,1006,,17,WN8170LE,2,,3,,,,9,4
092994,1006,,17,WN7911MD,3,,3,,,,9,2
092994,1006,,17,WN9762LB,3,,1,,,,9,5
092994,1006,,17,WN1220KD,3,,,,,,,
100194,1023,,22,WN9548LD,1,,,,,,1,4
100194,1023,,22,WN4234RC,2,,,,,,1,1
100194,1023,,22,WN408DY,3,,1,,,,,
100194,1023,,22,UNKNOWN,2,,,,,,,
100194,1023,,22,WN8332T,2,,,,,,1,2
100194,1023,,22,WN1132GD,2,,,,,,,
100194,1023,,22,WN5261MB,3,1,1,,,,1,2
100194,1023,,22,WN5261MB,3,,,,,,4,1
100194,1023,,22,WN6294MC,3,,1,,,,1,2
100194,1023,,22,WN1176LE,2,,,,,,1,1
100194,1023,,22,WN2675NE,2,,,,,,9,1
100194,1023,,22,WN6962MA,2,1,,,,,9,1
100194,1023,,22,WN0218MD,3,,,,,,1,6
100194,1023,,22,WN3861LF,1,1,1,,,,1,3
100194,1023,,22,WN3861LF,1,,,,,,4,3
100194,1023,,22,WN2459NA,2,,1,,,,,
100194,1023,,22,WN405M,2,,2,,,,4,1
100194,1023,,22,WN0544NA,2,,1,,,,,
100194,1023,,22,WN4680GB,2,,,,,,1,1
100194,1023,,22,WN0190KU,2,,,,,,,
100194,1023,,22,WN4929MC,3,,2,,,,9,6
100194,1023,,22,WN8761ND,2,,1,,,,1,3
100194,1023,,22,WN0056ND,2,,,,,,,
100194,1023,,22,WN505AZ,1,,1,,,,1,3
100194,1023,,22,WN505AZ,1,,,,,,4,3
100194,1023,,22,WN1172KU,2,,,,,,1,4
100194,1023,,22,WN0409KU,1,,,,,,,
100194,1023,,22,WN3009NE,2,,,,,,1,3
100194,1023,,22,WN3856LH,2,3,1,,,,1,1
100194,1023,,22,UNKNOWN,2,,,,,,9,4
100194,1023,,22,WN3848LF,2,,1,,,,1,1
100194,1023,,22,WN7285GB,3,,,,,,,
100194,1023,,22,WN2854LJ,1,,,,,,1,2
100194,1023,,22,WN458CT,3,,,,,,,
100194,1023,,18,WN458CT,3,1,,,,,,
100294,1006,,17,WN7204LI,2,,,,,,,
100294,1006,,17,WN7247RC,4,,,,,,,
100294,1006,,17,WN5226RC,4,,1,,,,4,2
100294,1006,,17,WN2059P,3,,3,,,,1,4
100294,1006,,17,WN2477RD,3,,,,,,,
100294,1006,,17,WN6660LF,2,,2,,,,,
100294,1006,,17,UNKNOWN,1,,1,,,,,
100294,1006,,17,WN7142KW,2,,,,,,,
100294,1006,,17,WN9954ME,2,,,,,,1,1
100294,1006,,17,UNKNOWN,2,,,,,,,
100294,1006,,17,WN7546RB,2,,,,,,,
100294,1006,,17,WN5432LJ,2,1,,,,,4,1
100294,1006,,17,WN6303KD,2,,1,,,,4,1
100294,1006,,17,WN3000LB,1,,,,,,,
100294,1006,,17,WN4654GP,3,,3,,,,1,2
100294,1006,,17,WN1470LL,3,,2,,,,1,2
100294,1006,,17,WN2973LK,1,,,,,,,
100294,1006,,17,WN0615LE,1,,2,,,,4,1
100294,1006,,17,WN6044LE,3,,,,,,1,3
100294,1006,,17,WN1566KH,1,1,,,,,,
100294,1006,,17,WN0577LJ,3,1,,,,,,
100294,1006,,17,WN1283JD,3,,3,,,,1,2
100294,1006,,17,WN1283JD,3,,,,,,4,1
100294,1006,,17,WN5636KS,2,,3,,,,9,12
100294,1006,,17,WN2584P,2,,,,,,,
100294,1006,,17,WN543M,2,,1,,,,,
100294,1006,,17,WN3594LB,2,,1,,,,9,2
100294,1006,,17,WN4735T,4,,,,,,,
100294,1006,,17,WN1394M,2,,1,,,,1,4
100294,1006,,17,WN2515JE,2,,,,,,9,1
100294,1006,,17,WN1838JC,2,,,,,,1,2
100294,1006,,17,WN1838JC,2,,,,,,4,2
100294,1006,,17,WN3427LI,2,,2,,,,,
100294,1006,,17,WN5610GC,2,,,,,,,
100294,1006,,17,WN4519MA,1,1,,,,,,
100294,1006,,17,WN7234LD,1,,,,,,,
100294,1006,,17,WN4606B,3,,,,,,,
100294,1006,,17,WN5109GB,2,,,,,,1,3
100294,1006,,22,WN545CG,3,,1,,,,9,20
100294,1006,,17,WN2678R,2,,2,,,,4,2
100294,1006,,17,WN5926L,3,,1,,,,1,2
100294,1006,,17,WN4381RD,2,,1,,,,,
100294,1006,,17,WN4324KV,4,,2,,,,1,3
100294,1006,,17,UNKNOWN,2,,,,,,,
100294,1006,,17,WN3722GA,2,,,,,,4,1
100294,1006,,17,WN3535LK,2,,3,,,,,
100294,1006,,17,WN399BV,2,,,,,,1,2
100294,1006,,17,WN2573T,2,,,,,,4,1
100294,1006,,17,WN3693ME,3,,4,,,,1,6
100294,1006,,17,WN956CZ,1,,,,,,1,1
100294,1006,,17,UNKNOWN,3,,1,,,,9,5
100294,1006,,17,UNKNOWN,2,,1,,,,9,1
100294,1006,,17,WN7800RA,2,,,,,,,
100294,1006,,17,WN2622LL,2,,1,,,,,
100294,1006,,17,WN8658GC,2,,,,,,9,6
100294,1006,,10,WN7839RC,3,,,,,,,
100294,1006,,17,WN1905RC,2,,1,,,,1,1
100294,1006,,17,WN7820R,2,,2,,,,,
100294,1006,,17,UNKNOWN,1,,,,,,9,1
100294,1006,,17,WN2545RB,2,,,,,,,
100294,1006,,17,WN2054KC,2,,,,,,,
100294,1006,,17,WN7215LI,2,,3,,,,4,5
100294,1006,,17,WN3313RC,1,,,,,,,
100294,1006,,17,WN1759RB,2,,,,,,9,4
100294,1006,,17,WN8994KB,1,,,,,,1,1
100294,1006,,17,UNKNOWN,3,,1,,,,,
100294,1006,,17,WN0857JS,2,,,,,,,
100294,1006,,17,UNKNOWN,2,,1,,,,1,3
100294,1006,,17,WN8804RC,2,,,,,,,
100294,1006,,11,WN8804RC,2,1,,,,,1,2
100294,1006,,17,WN3481LK,2,,1,,,,1,1
100294,1006,,17,UNKNOWN,2,,1,,,,,
100294,1006,,17,WN5651R,2,,,,,,4,6
100294,1006,,17,WN662DB,4,2,3,,,,9,4
100294,1006,,17,UNKNOWN,1,,,,,,,
100294,1006,,17,UNKNOWN,1,,,,,,1,2
100294,1006,,17,WN2239NA,2,,1,,,,,
100294,1006,,17,WN311BM,2,,,,,,4,1
100294,1006,,17,WN0133RC,2,,,,,,9,4
100294,1006,,17,WN9183KL,2,,1,,,,1,4
100294,1006,,17,WN8697ME,3,,,,,,9,1
100294,1006,,17,WN4815RB,2,,,,,,,
100294,1006,,17,UNKNOWN,2,,,,,,,
100294,1006,,17,WN3702LL,2,,,,,,9,1
100294,1006,,17,WN4140JR,3,,,,,,9,2
100294,1006,,17,WN7170GB,2,,,,,,1,1
100294,1006,,17,WN7802RC,3,,,,,,,
100294,1006,,17,UNKNOWN,2,,,,,,,
100294,1006,,17,WN4380LB,2,,,,,,,
100294,1006,,17,WN4875RA,3,,,,,,,
100294,1006,,17,WN3503KC,3,,,,,,1,1
100294,1006,,17,WN1230NE,2,,1,,,,4,1
100294,1006,,17,UNKNOWN,3,,2,,,,1,1
100294,1006,,17,WN3847LF,2,,,,,,9,1
100294,1006,,17,WN6003RA,2,,,,,,,
100294,1006,,17,WN4771LJ,2,,,,,,4,2
100294,1006,,17,WN3965JE,3,,1,,,,,
100294,1006,,17,WN292BS,1,,1,,,,,
100294,1006,,17,WN6356MB,2,,,,,,9,2
100294,1006,,17,WN2384NA,2,,,,,,1,2
100294,1006,,17,WN1320MD,2,1,1,,,,9,1
100294,1006,,17,WN7507MD,2,,1,,,,4,1
100294,1006,,17,WN6829V,3,,,,,,,
100294,1006,,17,WN5256RD,2,,,,,,,
100294,1006,,17,UNKNOWN,2,,,,,,,
100294,1006,,17,WN6684GB,3,,,,,,,
100294,1006,,11,WN6684GB,3,,,,,,,
100294,1006,,17,WN6704LA,2,,2,,,,,
100294,1006,,17,WN1220KD,2,,3,,,,4,2
100294,1006,,17,WN534S,2,,,,,,,
100294,1006,,17,UNKNOWN,2,,,,,,9,1
100294,1006,,17,WN8245MA,4,,,,,,,
100294,1151,,23,WN4024KC,3,,,,,,,
100294,1151,,23,WN1475NA,2,,,,,,,
100294,1151,,23,WN7111KG,1,,,,,,1,1
100294,1151,,23,WN0184RB,2,,,,,,,
100294,1151,,23,WN0330MC,2,,,,,,,
100294,1151,,16,WN0330MC,2,,,,,,1,2
100294,1151,,23,WN8538ME,2,,,,,,,
100294,1151,,16,WN7906L,2,,,,,,,
100294,1151,,23,WN7906L,2,,,,,,,
100294,1151,,16,WN7906L,2,,,,,,,
100294,1151,,23,UNKNOWN,1,,,,,,,
100294,1151,,82,WN9109H,1,,,,,,,
100294,1151,,23,WN7982ND,2,,1,,,,1,1
100294,1151,,23,WN0553JD,2,,,,,,1,1
100294,1151,,23,WN0553JD,2,,,,,,4,2
100294,1151,,23,UNKNOWN,2,,,,,,,
100294,1151,,23,WN5041R,2,,,,,,1,2
100294,1151,,23,WN0985JD,2,,,,,,4,1
100294,1151,,23,WN3690RD,2,,,,,,,
100294,1151,,23,WN257CC,2,,1,,,,,
100294,1151,,16,WN0973MB,2,,,,,,1,2
100294,1151,,23,WN3458LL,2,,,,,,1,2
100294,1151,,23,WN4469U,2,,,,,,9,3
100294,1151,,23,WN8005M,3,,,,,,,
100294,1151,,23,WN1005L,2,,,,,,,
100294,1151,,23,WN6301RC,2,,,,,,,
100294,1151,,23,WN998BJ,2,,,,,,,
100294,1151,,23,WN6155NC,1,,,,,,1,1
100294,1151,,23,WN2496NC,2,,3,,,,,
100294,1151,,23,WN3214RD,2,,,,,,,
100294,1151,,23,WN8910RC,2,,,,,,,
100294,1151,,23,UNKNOWN,2,,1,,,,,
100294,1151,,23,UNKNOWN,2,,,,,,,
100294,1151,,23,WN0604MB,2,,,,,,,
100294,1151,,16,WN0604MB,2,,,,,,,
100294,1151,,23,WN4240NE,1,,,,,,,
100294,1151,,23,WN4495NC,1,,,,,,1,1
100294,1151,,16,WN5187ND,2,1,,,,,,
100294,1151,,23,WN5187ND,2,,,,,,,
100294,1151,,23,WN185BW,1,,,,,,,
100294,1151,,23,WN6190KR,2,,,,,,9,1
100294,1151,,23,WN1882NC,3,,,,,,1,1
100294,1151,,16,WN5103RD,3,,,,,,1,2
100294,1151,,82,WN5103RD,3,,,,,,,
100294,1151,,23,WN2821NA,2,,,,,,9,1
100294,1151,,23,WN6533NE,2,,,,,,1,1
100294,1151,,23,WN236AZ,2,,,,,,,
100294,1151,,23,WN8553JC,2,,,,,,,
100294,1151,,16,WN5591LF,2,,,,,,,
100294,1151,,23,WN5591LF,2,,,,,,,
100294,1151,,16,WN8804JC,2,,,,,,1,2
100294,1151,,23,WN2187LH,1,,,,,,,
100294,1151,,23,WN422BT,3,,,,,,,
100294,1151,,16,WN422BT,3,,,,,,1,2
100294,1151,,23,WN2763JC,1,,,,,,,
100294,1151,,16,WN2763JC,1,,,,,,,
100294,1151,,23,WN2763JC,1,,,,,,,
100294,1151,,23,WN1176NE,3,,,,,,,
100294,1151,,23,WN5626JC,2,,,,,,,
100294,1151,,16,WN5626JC,2,,,,,,1,6
100294,1151,,23,WN2942ND,3,,,,,,9,2
100294,1151,,23,WN761GC,1,,,,,,,
100294,1151,,23,WN6911RC,3,,,,,,,
100294,1151,,16,WN6911RC,3,,,,,,1,1
100294,1151,,23,WN6096ME,3,,,,,,1,2
100294,1151,,23,WN6096ME,3,,,,,,4,1
100294,1151,,23,WN5221RC,2,,,,,,,
100294,1151,,23,WN0663RC,1,,,,,,,
100294,1151,,23,WN8625ND,3,,,,,,,
100294,1151,,16,WN8625ND,3,,,,,,,
100294,1151,,23,WN0153LJ,2,,,,,,,
100294,1151,,23,WN3685KT,2,,,,,,4,1
100294,1151,,23,WN6489NE,2,,,,,,,
100294,1151,,23,WN5027RC,2,,1,,,,4,4
100294,1151,,16,WN5027RC,2,1,,,,,4,2
100294,1151,,23,WN5028LC,2,,,,,,,
100294,1151,,82,WN501DD,2,,,,,,,
100294,1151,,23,WN6249KF,3,,,,,,,
100294,1151,,16,WN3338NE,2,,,,,,1,2
100294,1151,,23,WN3338NE,2,,,,,,,
100294,1151,,23,WN6606S,3,,,,,,,
100294,1151,,23,WN9311S,2,,,,,,9,2
100294,1151,,23,WN7101U,2,,,,,,,
100294,1151,,23,WN9094GA,3,,,,,,,
092694,1174,,11,WN682CG,1,,2,,,,9,2
092694,1174,,11,UNKNOWN,2,,4,,,,,
092694,1174,,11,WN100CP,2,,2,,,,1,3
092694,1174,,11,WN7869RB,3,,,,,,1,1
092694,1174,,11,WN9878M,1,,,,,,,
092694,1174,,11,WN8631ME,2,,,,,,,
092694,1174,,11,WN73BM,1,,1,,,,,
092694,1174,,11,WN9139X,2,,4,,,,4,1
092694,1174,,11,WN157BU,2,,,,,,9,1
092694,1174,,11,WN3689LI,3,,2,,,,1,2
092694,1174,,11,WN3689LI,3,,,,,,9,2
092694,1174,,11,WN2528L,2,,4,,,,1,1
092694,1174,,11,WN2528L,2,,,,,,9,1
092694,1174,,11,WN553DL,2,,,,,,,
092694,1174,,11,WN6157KD,1,,,,,,,
092694,1174,,11,WN0146JC,1,,,,,,,
092694,1174,,11,WN7681,1,,1,,,,,
092694,1174,,11,WN7732RA,1,,,,,,,
092694,1174,,11,WN500EE,1,,,,,,,
092694,1174,,11,WN5508RA,2,1,1,,,,,
092694,1174,,11,WN464CB,1,,,,,,,
092694,1174,,11,WN9757Y,2,,1,,,,1,1
092694,1174,,11,WN0603QB,2,,4,,,,1,2
092694,1174,,11,WN6518M,1,,,,,,1,1
092694,1174,,11,WN228AT,2,,2,,,,9,4
092694,1174,,11,WN0259KV,1,,,,,,,
092694,1174,,11,WN7699CP,3,,,,,,,
092694,1174,,11,WN9911QB,1,,1,,,,,
092694,1174,,11,WN3506RC,1,,,,,,4,1
092694,1174,,11,WN3506RC,1,,,,,,1,2
092694,1174,,11,WN3784MD,2,1,3,,,,1,1
092694,1174,,11,WN0831LJ,2,,2,,,,1,6
092694,1174,,11,WN1949CB,3,,,,,,4,1
092694,1174,,11,WN8998GC,1,,,,,,,
092694,1174,,11,WN7880MC,2,,1,,,,,
092694,1174,,11,WN1769CP,3,,,,,,,
092694,1174,,11,WN2970JS,2,,2,,,,,
092694,1174,,11,WN2696R,2,,,,,,,
092694,1174,,11,UNKNOWN,2,,3,,,,4,8
092694,1174,,11,WN0808LE,4,,,,,,,
092694,1174,,11,WN0686MC,2,,,,,,1,5
092694,1174,,11,WN7310CP,2,,2,,,,,
092694,1174,,11,WN2096F,2,,,,,,,
092694,1174,,11,WN770GC,2,,3,,,,1,1
092694,1174,,11,WN1610G,2,,,,,,,
092694,1174,,11,WN6708MC,1,,2,,,,,
092694,1174,,11,WN2967JC,2,,3,,,,,
092694,1174,,11,WN339Y,2,,2,,,,,
092694,1174,,11,WN5524GA,2,,3,,,,,
092694,1174,,11,WN6331KH,2,,2,,,,1,2
092694,1174,,11,WN1181LE,2,,,,,,,
092694,1174,,11,WN9556RB,3,1,3,,,,1,6
092694,1174,,11,WN3833JC,1,,,,,,,
092694,1174,,11,WN3481GA,2,,,,,,,
092694,1174,,11,UNKNOWN,2,,,,,,1,1
092694,1174,,11,WN7960KE,3,,,,,,,
092694,1174,,11,WN4050MA,2,1,2,,,,1,1
092694,1174,,11,WN9225C,2,,1,,,,1,1
092694,1174,,11,WN0856RB,2,,1,,,,9,2
092694,1174,,11,WN67Z,1,,,,,,9,1
092694,1174,,11,WN5752KB,2,,,,,,1,4
092694,1174,,11,WN6242KE,1,,,,,,4,1
092694,1174,,11,WN4649W,2,,,,,,4,3
092794,1046,,11,1,1,,,,,,,
092794,1046,,11,2,1,,,,,,,
092794,1046,,11,3,1,,,,,,,
092794,1046,,11,4,1,,2,,,,1,1
092794,1046,,11,5,1,,,,,,,
092794,1046,,11,6,1,,,,,,,
092794,1046,,11,7,1,,,,,,,
092794,1046,,11,8,1,,,,,,,
092794,1046,,11,9,1,,,,,,,
092794,1046,,11,10,1,,,,,,,
092794,1046,,11,11,1,,2,,,,1,2
092794,1046,,11,12,1,,,,,,,
092794,1046,,11,13,1,,,,,,,
092794,1046,,11,14,1,,1,,,,,
092794,1046,,11,15,1,,2,,,,4,1
092794,1046,,11,16,1,,1,,,,,
092794,1046,,11,17,1,,1,,,,1,3
092794,1046,,11,18,1,,1,,,,,
092794,1046,,11,19,1,,1,,,,1,3
092794,1046,,11,20,1,,1,,,,,
092794,1046,,11,21,1,,1,,,,,
092794,1046,,11,22,1,,1,,,,1,1
092794,1046,,11,23,1,,,,,,,
092794,1046,,11,24,1,,,,,,,
092794,1046,,11,25,1,,,,,,,
092794,1046,,11,26,1,,,,,,,
092794,1046,,11,27,1,,,,,,,
092794,1046,,11,28,1,,,,,,,
092794,1046,,11,29,1,,,,,,,
092794,1046,,11,30,1,,,,,,,
092794,1046,,11,31,1,,,,,,,
092794,1046,,11,32,1,,,,,,,
092794,1046,,11,33,1,,,,,,,
092794,1046,,11,34,1,,,,,,,
092794,1046,,11,35,1,,1,,,,1,2
092794,1126,,11,WN0311MA,1,,,,,,,
092794,1126,,13,UNKNOWN,2,,,,,,,
092794,1126,,13,1,1,,,,,,,
092794,1126,,13,1,1,,,,,,,
092794,1126,,13,2,1,,,,,,,
092794,1126,,13,3,1,,,,,,,
092794,1126,,13,4,1,,,,,,,
092794,1126,,13,5,1,,,,,,,
092794,1126,,13,6,1,,,,,,,
092794,1126,,13,2,1,,,,,,,
092794,1126,,13,WN7152N,2,,2,,,,,
092794,1126,,13,7,1,,,,,,,
092794,1126,,13,8,1,,,,,,,
092794,1126,,13,WN5970RC,1,,,,,,,
092794,1126,,13,UNKNOWN,3,,,,,,,
092794,1126,,13,UNKNOWN,2,,,,,,,
092794,1126,,13,WN4181ME,3,,1,,,,,
092794,1126,,13,UNKNOWN,1,,,,,,,
092794,1126,,13,WN9757MC,2,,,,,,,
092794,1126,,13,UNKNOWN,2,,,,,,,
093094,1126,,13,WN4319ME,2,,1,,,,4,1
093094,1126,,13,WN4319ME,2,,1,,,,4,1
093094,1126,,13,WN7392CP,2,,,,,,,
093094,1126,,13,WN4181ME,2,,2,,,,,
093094,1126,,13,WN8241Z,2,,,,,,,
093094,1126,,13,WN8490T,1,,,,,,,
093094,1126,,13,WN1844MF,3,,,,,,,
093094,1126,,13,WN4099KE,2,,,,,,,
093094,1126,,13,UNKNOWN,2,,,,,,,
093094,1126,,13,WN362Z,1,,2,,,,,
093094,1126,,13,WN1169KE,1,,,,,,,
093094,1126,,13,OR56HR,3,,1,,,,,
093094,1126,,13,WN866CY,1,,,,,,,
093094,1126,,13,WN6966RA,1,,,,,,,
093094,1126,,13,WN3995GC,2,,,,,,,
093094,1173,,11,WN651S,1,,1,,,,1,1
093094,1173,,11,WN5958LH,1,,,,,,,
093094,1173,,11,WN0133MB,2,,,,,,1,3
093094,1173,,11,WN5664KS,1,,1,,,,,
093094,1173,,11,WN3624P,1,,,,,,,
093094,1173,,11,WN6610KH,2,,,,,,1,3
093094,1173,,11,WN2526MA,1,,,,,,,
093094,1173,,11,WN6408LG,1,,,,,,1,2
093094,1173,,11,WN8665LA,1,,,,,,1,5
093094,1173,,11,WN2164MA,2,,,,,,1,2
093094,1173,,11,WN4414MA,1,,,,,,1,6
093094,1173,,11,WN7866KE,1,1,1,,,,,
093094,1173,,11,WN0999LE,2,,1,,,,1,1
093094,1173,,11,WN1950MA,2,,,,,,1,3
093094,1173,,11,WN1441LD,1,,,,,,,
093094,1173,,11,WN6543MB,1,,2,,,,1,2
093094,1173,,11,WN9508LA,2,2,2,,,,1,3
093094,1173,,11,WN5756LH,2,,,,,,,
093094,1173,,11,WN1906GC,2,,,,,,,
093094,1173,,11,WN9932T,2,,,,,,1,4
093094,1173,,11,WN251DJ,2,2,,,,,,
093094,1173,,11,WN674CH,1,,,,,,1,1
093094,1173,,11,WN7788LD,3,1,1,,,,1,4
093094,1173,,11,WN7788LD,3,,,,,,4,2
093094,1173,,11,WN0583LE,1,1,1,,,,1,1
093094,1173,,11,WN0583LE,1,,,,,,4,1
093094,1173,,11,WN336AX,1,,,,,,1,1
093094,1173,,11,WN1206MB,1,1,,,,,1,2
093094,1173,,11,WN759CS,2,,2,,,,9,3
093094,1173,,11,WN251DJ,2,,,,,,,
093094,1173,,11,WN568DN,2,,1,,,,4,2
100194,1126,,13,UNKNOWN,2,1,,,,,,
100194,1126,,13,WN2916MD,1,,,,,,4,2
100194,1126,,13,WN696DY,2,,,,,,,
100194,1126,,13,OR56HR,2,,3,,,,,
100194,1126,,13,WN362Z,1,,1,,,,,
100194,1126,,13,WN1985WF,3,,,,,,,
100194,1126,,13,WN2516MA,2,,,,,,,
100194,1126,,13,WN959DA,2,,,,,,,
100194,1126,,13,WN6640ME,3,,,,,,,
100194,1126,,13,WN4032RA,2,,,,,,,
100194,1126,,13,WN484DF,1,,,,,,,
100194,1126,,13,WN1355ME,1,,,,,,,
100194,1126,,13,WN4484KW,2,,,,,,,
100194,1149,,11,WN3729KC,2,,,,,,1,1
100194,1149,,11,WN8728RA,2,1,,,,,9,1
100194,1149,,11,WN1334JM,2,,,,,,9,1
100194,1149,,11,WN569EG,4,,,,,,1,1
100194,1149,,13,WN450DU,2,,,,,,9,2
100194,1149,,11,WN450DU,2,,,,,,,
100194,1149,,11,WN3155MD,2,,,,,,,
100194,1149,,13,WN3155MD,2,,,,,,,
100194,1149,,11,WN974A,2,,,,,,9,2
100194,1149,,11,WN726GA,1,,,,,,1,1
100194,1149,,11,WN8279GC,1,,,,,,,
100194,1149,,13,WN8279GC,1,,,,,,,
100194,1149,,13,WN7539LA,1,,1,,,,,
100194,1149,,11,WN2041MD,2,,,,,,9,2
100194,1149,,11,WN0044JM,2,,1,,,,1,1
100194,1149,,13,1,1,,2,,,,,
100194,1149,,11,WN9623LA,2,3,,,,,,
100194,1149,,13,WN9115KE,2,4,,,,,,
100194,1149,,13,WN8721GB,2,1,2,,,,,
100194,1149,,11,WN8498RB,2,,,,,,,
100194,1149,,11,WN7545U,2,,3,,,,,
100194,1149,,11,WN1441JA,3,1,,,,,4,6
100194,1149,,11,WN4124MD,1,,,,,,1,6
100194,1149,,13,WN4124MD,1,,,,,,,
100194,1149,,13,WN4779R,2,,,,,,,
100194,1149,,13,UNKNOWN,2,,1,,,,,
100194,1149,,11,WN2329LA,3,,4,,,,,
100194,1149,,11,WN4872KW,2,,1,,,,,
100294,1279,,13,WN4257LK,1,,,,,,1,2
100294,1279,,13,WN0400NA,1,1,,,,,1,5
100294,1279,,13,UNKNOWN,1,,,,,,,
100294,1279,,13,WN9319Z,2,,1,,,,,
100294,1279,,13,WN621CN,1,,,,,,,
100294,1279,,13,WN9539,2,,,,,,,
100294,1279,,13,WN3357LE,2,,,,,,,
100294,1279,,13,WN2111MF,3,,,,,,8,1
100294,1279,,13,WN1419CP,2,,,,,,,
100294,1279,,13,UNKNOWN,2,,,,,,4,6
100294,1279,,13,WN1524JA,2,,,,,,,
100694,1013,,7,UNKNOWN,2,,,,,,,
100694,1013,,7,WN5406MA,1,,1,,,,,
100694,1013,,7,WN2987JF,2,,1,,,,,
100694,1041,,7,WN0234MC,2,,,,,,,
100694,1041,,7,WN41BF,2,,,,,,,
